"enriched_at","worker","domain","ctl_tld","ctl_issuer","ctl_subdomain_count","ctl_subdomains","dns_a","dns_aaaa","dns_mx","dns_txt","dns_cname","http_status","http_response_time","http_blocked","http_content_type","http_tech","http_apps","http_language","http_title","http_meta_description","http_pages","http_emails","http_error","http_h1","http_body_snippet","business_model","industry","classification_confidence","http_schema_type","http_og_type","bgp_ip","bgp_asn_number","bgp_asn_org","bgp_asn_country","bgp_asn_prefix","inferred_country","rdap_domain_created_at","rdap_domain_expires_at","rdap_domain_updated_at","rdap_registrar","rdap_registrar_iana_id","rdap_nameservers","rdap_status","rdap_error","tranco_rank","majestic_rank","majestic_ref_subnets","is_malware","is_phishing","is_disposable_email","estimated_revenue","estimated_employees","revenue_confidence","revenue_evidence"
"2026-04-02 09:37:36","worker_dev@127.0.0.1","dbtrove.com","com","R12",0,"","91.108.100.187|77.37.66.195","2A02:4780:39:AB97:571A:A732:B0EB:8BFB|2A02:4780:38:C93E:E63E:34F6:66D0:3E65","5:mx1.hostinger.com|10:mx2.hostinger.com","v=spf1 include:_spf.mail.hostinger.com ~all","",200,4191,"","text/html; charset=UTF-8","PHP|cdnjs|jQuery|reCAPTCHA","","en","DBTROVE SOLUTIONS PVT LTD","Explore cutting-edge database services at dbtrove, where innovation meets expertise. Our tailored solutions drive efficiency, enhance security, and propel your business forward in the digital landscape.","","info@dbtrove.com","","Shift Data, See More in Database Services with DBTROVE","DBTROVE SOLUTIONS PVT LTD +91 95509 83254 Follow On: Home Technologies About Us Services Cloud Customer Driven Sustainability Database Database Monitoring Database Upgrade Database Tuning Database Installation Database Consulting Database Support Testing Blog Contact Home Technologies About Us Services Cloud Customer Driven Sustainability Database Database Monitoring Database Upgrade Database Tuning Database Installation Database Consulting Database Support Testing Blog Contact Welcome To DBTROV","SaaS","DevTools",0.62,"","","91.108.100.187","47583","AS-HOSTINGER, CY","DE","91.108.100.0/24","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.81,"spf_includes:1→micro|tech_count:4→small|hosting:shared:as-hostinger→micro|dns_lb:4_records→mid_market"
"2026-04-03 04:49:16","worker_dev@127.0.0.1","dbweb.ee","ee","R13",1,"cam","81.21.253.29","2A01:1B8:2:14:0:0:0:29","10:h19.dbweb.ee","google-site-verification=KaXBct0iftLDc8YdXnhnX2srP0u_aB7eXFXG7GVlhug|v=spf1 include:_spf.dbweb.ee ip4:167.89.76.131 -all","",200,1092,"","text/html","Apache|Google Fonts|Hugo|Open Graph|jQuery|Google Search Console","","ekk","DBWeb","","","","","E-POST","DBWeb :) E-POST VEEBIMAJUTUS VIRTUAALMASIN SERVERIHALDUS Veebimajutus, mis mõtleb kaasa aastast 1999. Mõtleme veebi omanikule ja -arendajale. Kasutame moodsaid ja turvalisi lahendusi. Leiame vastuse kõigile veebimajutusega seotud küsimustele. E-POST 25 € km aastas Domeen, mõned e-posti aadressid ja visiitkaart-veebilehe majutus. Vaata lähemalt SERVERIHALDUS 50-200 € km kuus Ärikriitiliste veebiserverite monitooring ja haldustööd. Vaata lähemalt VIRTUAALMASIN 240-780 € km aastas Turvaline, paindl","SaaS","DevTools",0.63,"","","81.21.253.29","1257","TELE2, EU","SE","81.21.240.0/20","",\N,\N,\N,"","","","","",401032,\N,\N,"","","","$1M-$10M","11-50",0.57,"tranco:top_500k:401032→small|spf_includes:1→micro|tech_count:6→small|hosting:own_asn:tele2→enterprise"
"2026-04-03 05:00:06","worker_dev@127.0.0.1","dc.gov","gov","WE1",2,"dev6-app|dcas","104.18.36.77|172.64.151.179","2A06:98C1:310C:0:0:0:6812:244D|2606:4700:440A:0:0:0:AC40:97B3","10:dc-gov.mail.protection.outlook.com","adobe-idp-site-verification=264b923e-12ae-4166-ab00-02887d548e49|adobe-sign-verification=258c2dc712ea1a1cd7c46c46f54b6805|apple-domain-verification=bUVKiynGDHggfm2M|atlassian-domain-verification=CluP9fDYk2ngB7am1rTvO9A1kMabQkb/TkYPQczNQbsRNxbyUs8vcNBINaF7hW2v|atlassian-domain-verification=HBFa0J1nnLYQXtaF6A4FUobWV5aGo9vDIcZNpCBrknhg2Hqlc5azAuLLFmAR78Hb|atlassian-domain-verification=SCPCosHrMpfZMNEZ7IYaUq6Ac5ppg2hur0/fPcugNgMjTanjqPmmMnGaHI/Wqs9n|ca3-3043cd8cf3294d9dbb74306c1be8268e|cisco-ci-domain-verification=466b7642db91eb6b16a8cfabe7f95d22cec5e3517fefbe798297cd150865ed04|d21267d5-b0d5-4ad8-899e-bf9671bddd90|docusign=d9af5032-0a97-4165-9917-dff3d6a7db15|duo_sso_verification=XP4aA0C8Q05cQKgtcvIiRCepIAA7GqfPFdrdrMi0IkloIX6X1z0NSDVrwxSSY5Cg|e2ma-verification=0ftgb|e2ma-verification=3pdcb|e2ma-verification=48kgb|e2ma-verification=eqdcb|e2ma-verification=ke0cb|f2d5c8ee-f8c7-4225-bf4d-ca3182d90521|miro-verification=facd5cba00b67cf22e44a894772f03a83229caa8|nintex.63ab41b73ec889c959e10f0f|v=spf1 include:spf.dc.gov include:spf.protection.outlook.com include:_spf.salesforce.com include:mail.zendesk.com include:spf_c.oraclecloud.com include:email-od.com include:spfa.cpmails.com ip4:142.0.180.170 ip4:142.0.186.121 ip4:23.253.203.171 ip4:104.130.219.135 ip4:104.130.219.250 ip4:104.130.198.37 ip4:23.253.213.135 ip4:104.130.70.233 ip4:65.196.93.7 ip4:70.33.172.36 ip4:68.232.145.191 ip4:216.71.152.242 ip4:66.159.241.179 ip4:66.159.239.151 ip4:38.120.135.35 ip4:216.200.231.226 ~all|xsplit_verify=iW959K7ib3vWMz39vOZZeW8D634c2nOHhYHL|z0h7s6hh9j22hkmh0nnfgynl8sbbbflq|0623ce5ff4a54aac0bf3aee8028c6916|1a18a358-3fe8-448f-966e-12bc9cab47bb|3pcp1p4wfqv20kddcyv1vyfsw24tbb5l|_hrc9ytg6gmss9lnzdx3jwwg2ko0mq8e|_qypuppcst3hdm3exdjfptuegikgiuym|_ru7oasmkxjqmvd1sq6egawf38c55g9h","",\N,\N,"","","Microsoft 365|Cloudflare","","","","","","","","","","SaaS","General",0.62,"","","104.18.36.77","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","104.18.36.0/24","",\N,\N,\N,"","","","","",10481,2517,9107,"","","","","",0,""
"2026-04-02 09:43:33","worker_dev@127.0.0.1","deadserious.net","net","R12",0,"","67.225.209.228","","10:deadserious.net","v=spf1 +mx +a +a:centralticketsystem.com +ip4:67.225.209.228 +ip4:67.225.209.229 +include:centralticketsystem.com +include:www.centralticketsystem.com ~all","",200,5019,"","text/html","Apache","","sco","Multiple Domain Hosting and Reseller Hosting by Deadserious.net","Quality Multi Domain Web Hosting","","","","","Multiple Domain Hosting and Reseller Hosting by Deadserious.net Gravity Plan 1Gb Storage 10Gb Transfer Host 3 Domains WHM / CPanel $8.95 / Mo. learn more Fusion Plan 2Gb Storage 20Gb Transfer Host 6 Domains WHM / CPanel $12.95 / Mo. learn more Cosmic Plan 3Gb Storage 30Gb Transfer Host 9 Domains WHM / CPanel $16.95 / Mo. learn more Meteor Plan 5Gb Storage 50Gb Transfer Host unlimited Domains WHM / CPanel $19.95 / Mo. learn more Voyager Plan 7.5Gb Storage 75Gb Transfer Host unlimited Domains WHM ","SaaS","",0.62,"","","67.225.209.228","32244","LIQUIDWEB - Liquid Web, L.L.C, US","US","67.225.128.0/17","",\N,\N,\N,"","","","","",3628694,\N,\N,"","","","<$1M","1-10",0.79,"tranco:beyond_1m:3628694→micro|spf_includes:2→micro|tech_count:1→micro|hosting:own_asn:liquidweb - liquid w→enterprise"
"2026-04-02 06:27:25","worker_dev@127.0.0.1","deepignitecode.co","co","WE1",0,"","172.67.204.16|104.21.66.128","2606:4700:3030:0:0:0:6815:4280|2606:4700:3037:0:0:0:AC43:CC10","1:aspmx.l.google.com|5:alt1.aspmx.l.google.com|5:alt2.aspmx.l.google.com|10:alt4.aspmx.l.google.com|10:alt3.aspmx.l.google.com","google-site-verification=cabPj98_Df90CZzpqCZDGvrGQjdMW_vdRfkFhXgHHto|v=spf1 include:_spf.google.com ~all","",200,346,"","text/html; charset=UTF-8","Brightcove|Cloudflare|Drupal|Google Tag Manager|Open Graph|reCAPTCHA|Google Search Console|Google Workspace","","en","Build AI-powered SaaS with Launchpad","Launchpad.io is a low-code, B2B SaaS development platform for rapidly building, deploying, and operating enterprise-grade workflow automation software.","/solutions|/pricing|/sign-up","","","Build enterprise SaaS with AI, not code.","Build AI-powered SaaS with Launchpad Skip to main content Toggle Main Site Navigation Platform Solutions Use cases Startups Clients Resources Webinars events Documentation Blog Marketplace Boosters UX Boosters Trust Center Pricing Pricing overview Units estimator Log In Start for free Log In Start for free We'd prefer it if you saw us at our best. Pega.com is not optimized for Internet Explorer. For the optimal experience, please use: Google Chrome Mozilla Firefox Microsoft Edge Close Deprecatio","SaaS","Marketing",0.84,"","","172.67.204.16","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","172.67.192.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","$10M-$100M","51-500",0.61,"mx:GoogleWorkspace→small|spf_includes:1→micro|tech_count:8→small|cms:Drupal→mid_market|dns_lb:4_records→mid_market|title:enterprise_lang→enterprise"
"2026-04-02 05:51:59","worker_dev@127.0.0.1","deeppatient.io","io","E8",1,"www","104.21.69.19|172.67.202.210","2606:4700:3031:0:0:0:6815:4513|2606:4700:3032:0:0:0:AC43:CAD2","1:aspmx.l.google.com|5:alt1.aspmx.l.google.com|5:alt2.aspmx.l.google.com|10:alt3.aspmx.l.google.com|10:alt4.aspmx.l.google.com","v=spf1 include:_spf.google.com -all|google-site-verification=i7fl-LeYAdaVtih4-ksphRWcxtr-cRtK1ujMl-RY-oI","",200,1051,"","text/html","Cloudflare|Fastly|Open Graph|Google Search Console|Google Workspace","","en","DeepPatient | AI-Powered Clinical Skills Training","DeepPatient gives medical learners safe, repeatable, and interactive AI patient encounters with instant rubric-based feedback on communication and diagnostic skills. Built for medical schools, nursing programs, and healthcare training.","","","","","DeepPatient | AI-Powered Clinical Skills Training","SaaS","Healthcare",0.7,"SoftwareApplication","website","104.21.69.19","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","104.21.64.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.48,"mx:GoogleWorkspace→small|spf_includes:1→micro|tech_count:5→small|cdn:Fastly→mid_market|dns_lb:4_records→mid_market|schema:softwareapplication→small|industry:Healthcare→mid_market"
"2026-04-02 03:46:46","worker_dev@127.0.0.1","deftship.com","com","E8",1,"status","104.21.69.158|172.67.209.167","2606:4700:3033:0:0:0:6815:459E|2606:4700:3035:0:0:0:AC43:D1A7","10:m1.feishu.cn|20:mx2.feishu.cn|30:mx3.feishu.cn","facebook-domain-verification=r56pavc3l3agbs7uj0v5u40s5z89as|google-site-verification=GDoVehxxZIE5glHAlnPuRPUjbS2xgTN5_84pnNM_v2Y|google-site-verification=lw2Uce1CFThBp8LE4MoX0XF88ohKxVAoAMDehkCLKdE|pinterest-site-verification=ac65410bfabcaf1756c9e2bb05fd7983|v=spf1 +include:_netblocks.m.feishu.cn include:spf.zoho.com include:transmail.net include:_spf.elasticemail.com ~all|verification-code-site-App_feishu=SN96AHrLQlVsDZmYvuPE|facebook-domain-verification=4cs4bnlc91rmfyxi6rwnncgm05ybju","",200,4079,"","text/html;charset=utf-8","Cloudflare|Nuxt.js|Open Graph|Vue.js|Meta Pixel|Google Search Console","","en","DeftShip: Free Multi-carrier Shipping Software | Deftship","DeftShip: Progressive Shipping Solutions for Business Success.","/pricing","","","Streamline your shipping with our all-in-one solution for S h i p p i n g   L a b e l s","DeftShip: Free Multi-carrier Shipping Software | Deftship Solutions Solutions Integrations Features Features Pricing Blog Resources Resources Sign In Sign Up Free Streamline your shipping with our all-in-one solution for S h i p p i n g   L a b e l s A custom-built, cloud-based logistics solution designed to save customers time, effort, and money while building their businesses. Handle your shipping needs with ease using DeftShip. Get Started For Free Get the Absolute Best Rates on Shipping No m","SaaS","Logistics",0.62,"","website","104.21.69.158","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","104.21.64.0/20","",\N,\N,\N,"","","","","",2843091,\N,\N,"","","","$1M-$10M","11-50",0.45,"tranco:beyond_1m:2843091→micro|spf_includes:4→small|tech_count:6→small|dns_lb:4_records→mid_market"
"2026-04-02 12:15:05","worker_dev@127.0.0.1","delhiveryservice.com","com","R13",1,"autodiscover","103.138.189.54","","0:delhiveryservice.com","v=spf1 +a +mx +ip4:103.138.189.54 include:spf.mysecurecloudhost.com ~all","",404,554,"","text/html","LiteSpeed","","en","404 Not Found","","","","","404","404 Not Found 404 Not Found The resource requested could not be found on this server! Proudly powered by LiteSpeed Web Server Please be advised that LiteSpeed Technologies Inc. is not a web hosting company and, as such, has no control over content found on this site.","SaaS","",0.56,"","","103.138.189.54","204800","WHG-SGP, GB","GB","103.138.189.0/24","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.74,"spf_includes:1→micro|tech_count:1→micro|hosting:own_asn:whg-sgp→enterprise"
"2026-04-03 01:40:24","worker_dev@127.0.0.1","dellny.com","com","R13",1,"la","107.6.142.186","","0:dellny.com","v=spf1 ip4:107.6.142.186 include:spf.greengeeks.net +a +mx +ip4:107.6.169.66 ~all|467bea24a1424082b6016b5a20506f96","",200,1609,"","text/html","Google Fonts|cdnjs","","en","GreenGeeks Customer Coming Soon Page","","","","","","GreenGeeks Customer Coming Soon Page An amazing website is coming soon to this web address! Eco-friendly Web hosting for this website is provided by GreenGeeks.com . Our client is still working on creating their fabulous website, but it was nice of you to stop by. Check back again soon! Web Hosting Services Web Hosting for WordPress Web Hosting for Drupal Web Hosting for Joomla Web Hosting for CMS How-to Website Tutorials How to Make a Website How to Start a Blog How to Start an Online Store How","SaaS","Ecommerce & Retail",0.56,"","","107.6.142.186","32475","SINGLEHOP-LLC - Internap Holding LLC, US","US","107.6.140.0/22","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.74,"spf_includes:1→micro|tech_count:2→micro|hosting:own_asn:singlehop-llc - inte→enterprise"
"2026-04-02 06:46:31","worker_dev@127.0.0.1","deltadil.com","com","R12",1,"api","104.21.58.36|172.67.199.125","2606:4700:3034:0:0:0:AC43:C77D|2606:4700:3035:0:0:0:6815:3A24","10:mail.deltadil.com","v=DMARC1; p=quarantine; rua=mailto:support@deltadil.com;|v=spf1 include:_spf.trwww.com ~all|_globalsign-domain-verification=ypKTxYgNYwwfHzY_6epBYjUTM8SRmNyzC0UUEoJfwP|google-site-verification=Vz62AUlZcN8DZGyLQO5E2uUWOCZQx0POA6Dn7BXGinE|google-site-verification=r9AXFsG5BE3JVLJnZd97rtNcKYqRDioCq1Z-nSeULzQ","",200,1539,"","text/html","ASP.NET|Cloudflare|Open Graph|Google Search Console","","tr","WORD and USE - İngilizce Kelime Öğrenme","Word and Use ile İngilizce kelime öğrenmek artık çok kolay! MEB uyumlu içerikler, sınav hazırlığı (LGS, YDT, YDS) ve yeni başlayanlar için A1-A2 seviyesinde kelimeler.","","","","WORD and USE","WORD and USE - İngilizce Kelime Öğrenme Google Play App Store WORD and USE İngilizceyi hızlı, kolay ve kalıcı öğren! 🎯 Kimler İçin? 2.–12. Sınıf Öğrencileri MEB müfredatına tam uyumlu İngilizce kelimeler. Ders ünitelerine göre sıralanmış içerikler sayesinde okulda işlediğin konularla birebir pratik yap. Sınavlara Hazırlananlar LGS, YDT, YDS sınavlarında çıkmış veya çıkması muhtemel kelimeler. Sınav başarısı için en çok sorulan İngilizce kelimelere odaklan. Yeni Başlayanlar A1–A2 seviyesinde İngi","SaaS","",0.66,"MobileApplication","","104.21.58.36","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","104.21.48.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","$1M-$10M","11-50",0.69,"spf_includes:1→micro|dmarc:p=quarantine→small|tech_count:4→small|subnames:dev_env→small|dns_lb:4_records→mid_market|schema:mobileapplication→small"
"2026-04-03 06:00:32","worker_dev@127.0.0.1","deltaservidor.com","com","R12",1,"owncloud","216.246.47.55","","0:deltaservidor.com","v=spf1 +a +mx include:relay.mailchannels.net ~all","",404,1619,"","text/html","LiteSpeed","","en","404 Not Found","","","","","404","404 Not Found 404 Not Found The resource requested could not be found on this server! Proudly powered by LiteSpeed Web Server Please be advised that LiteSpeed Technologies Inc. is not a web hosting company and, as such, has no control over content found on this site.","SaaS","",0.56,"","","216.246.47.55","23352","SERVERCENTRAL - DEFT.COM, US","US","216.246.47.0/24","",\N,\N,\N,"","","","","",1391982,\N,\N,"","","","<$1M","1-10",0.79,"tranco:beyond_1m:1391982→micro|spf_includes:1→micro|tech_count:1→micro|hosting:own_asn:servercentral - deft→enterprise"
"2026-04-03 03:02:12","worker_dev@127.0.0.1","denarior.com","com","R12",1,"david","172.67.187.63|104.21.4.245","2606:4700:3033:0:0:0:6815:4F5|2606:4700:3034:0:0:0:AC43:BB3F","10:tartarus.live.net.mk","yahoo-verification-key=oYpKFLJs98eiwKglLF77KwFV3TOkpAo49Qmv2Ym8oH0=|google-site-verification=jXqc23r-xLOJxCC_IqUljze_inCOmhRzkKrYrLWBnmk|v=spf1 include:_spf.live.net.mk -all","",200,9318,"","text/html; charset=UTF-8","Cloudflare|Google Analytics|Google Fonts|Meta Pixel|Open Graph|PHP|WordPress|Google Search Console","Elementor|Gravity Forms|WP Rocket|Yoast SEO","mk","Почетна - denarior","","/contact","","","","Почетна - denarior Skip to content Контакт Сеопфатна платформа за управување со вашиот бизнис Издавање фактури и фискални сметки, следење плаќања, управување со клиенти и плати, со јасни извештаи и аналитика. Онлајн пристап и сигурност на податоците.. Започнете бесплатно Бесплатна демонстрација Платформа за централно управување со операциите на вашиот бизнис. Дигитализирајте го циклусот од издавање фактури и фискални сметки до следење плаќања и обработка на плати. Одржувајте точна евиденција за ","SaaS","Ecommerce & Retail",0.74,"Organization","website","172.67.187.63","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","172.67.176.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","$1M-$10M","11-50",0.44,"spf_includes:1→micro|tech_count:8→small|app_count:4→small|dns_lb:4_records→mid_market|schema:Organization→mid_market"
"2026-04-03 03:58:46","worker_dev@127.0.0.1","dentalprosystem.com","com","E7",1,"omkapan","185.151.30.206","2A07:7800:0:0:0:0:0:206","10:mx.stackmail.com","google-site-verification=65MHtZF-4ZfhahVOYi5nZDwyrGdzcyGVrs17E5NOEQI|v=spf1 include:spf.stackmail.com a mx -all","",200,2159,"","text/html; charset=UTF-8","Apache|Google Analytics|Google Fonts|Open Graph|PHP|Google Search Console","Tawk.to","en","DentalPro: Dental Practice Management Software","A Cloud based Dental Practice Management Software for appointment management, handling patient records - Everything done with a few clicks.","","info@annofi.com","","DENTAL PRACTICE MANAGEMENT SOFTWARE","DentalPro: Dental Practice Management Software Technical Support: +977-98******** , +977-98******** Sales Inquiry: +977-9705329133 , +977-9801916141 Download --> Features Blogs FAQ's Contact Us Technical Support: +977-98******** , +977-98******** Sales Inquiry: +977-98******** , +977-98******** DENTAL PRACTICE MANAGEMENT SOFTWARE Embracing Change for Better Request Demo ABOUT DENTALPRO DentalPro is a dental practice management software developed to enhance the efficiency of dental clinics and ho","SaaS","",0.68,"","","185.151.30.206","48254","TWENTYI, GB","GB","185.151.30.0/24","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.71,"spf_includes:1→micro|tech_count:6→small|hosting:own_asn:twentyi→enterprise"
"2026-04-03 02:54:12","worker_dev@127.0.0.1","despatchcloud.com","com","R12",1,"accountsbeta","104.26.15.39|104.26.14.39|172.67.74.88","2606:4700:20:0:0:0:681A:E27|2606:4700:20:0:0:0:681A:F27|2606:4700:20:0:0:0:AC43:4A58","0:despatchcloud-com.mail.protection.outlook.com","v=spf1 include:spf.mailjet.com include:spf.protection.outlook.com include:_spf.google.com include:amazonses.com include:145683546.spf03.hubspotemail.net ~all|MS=8A4B538595A7488FE40E5B9643D9D2D0CB35270F|MS=ms94138689|google-site-verification=3lwvPMI1FnWNPlO0FaUfST17PgNcKy1T_2lj2LV92Fs","",200,169,"","text/html","Framer|Google Analytics|Google Fonts|Google Tag Manager|Open Graph|Google Search Console|Microsoft 365|Cloudflare","","en","Warehouse Management Software UK | Helm WMS","Optimise your warehouse with Helm WMS ✓ Real-Time Tracking ✓ Scalable &amp; Fast. Boost efficiency across your operations.","","","","WAREHOUSE MANAGEMENT SOFTWARE","Warehouse Management Software UK | Helm WMS ')"" class=""framer-1lvpx3"" aria-hidden=""true""> Features Who We Help Resources Pricing Get In Touch Try Now Talk to Sales ')"" class=""framer-1lvpx3"" aria-hidden=""true""> Features Who We Help Resources Pricing Get In Touch Try Now Talk to Sales ')"" class=""framer-1lvpx3"" aria-hidden=""true""> WAREHOUSE MANAGEMENT SOFTWARE WAREHOUSE MANAGEMENT SOFTWARE Built for Fulfilment Built for Fulfilment Built for Fulfilment Helm WMS is a fast, multi-channel OMS and WMS e","SaaS","Productivity",0.67,"Organization","website","104.26.15.39","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","104.26.0.0/20","",\N,\N,\N,"","","","","",1822943,\N,\N,"","","","$1M-$10M","11-50",0.52,"tranco:beyond_1m:1822943→micro|mx:Microsoft365→mid_market|spf_includes:5→small|tech_count:8→small|dns_lb:6_records→mid_market|schema:Organization→mid_market"
"2026-04-02 06:03:23","worker_dev@127.0.0.1","detextit.com","com","R12",0,"","76.76.21.21","","0:detextit-com.mail.protection.outlook.com","v=spf1 include:secureserver.net -all|google-site-verification=9CZ83TyPEQWb311Ovd068sDn7jCTDzNq6-E1Uc06dy0|NETORG17255869.onmicrosoft.com","",200,352,"","text/html; charset=utf-8","Next.js|Open Graph|Schema.org JSON-LD|Vercel|Google Search Console|Microsoft 365","","en","Detextit | Adaptive AI Systems for Simulation &amp; Collaborative Intelligence","Explore Detextit: A platform for developing stateful, long-living AI agents. Build advanced simulations, enable dynamic benchmarking, and foster collaborative intelligence.","","","","Evolving Intelligence: AI that learns, adapts, and collaborates.","Detextit | Adaptive AI Systems for Simulation Collaborative Intelligence Detextit Vision Features Play Arena Stateful, Long Living Agentic Systems Evolving Intelligence: AI that learns, adapts, and collaborates. Explore the future with AI to simulate complex scenarios and unlock new possibilities in entertainment, education, and more. Sign up for updates Our Vision We are building the future of intelligent systems. Our roadmap starts with pioneering agent solutions for advanced simulation , dyna","SaaS","Media & Entertainment",0.7,"SoftwareApplication","website","76.76.21.21","16509","AMAZON-02 - Amazon.com, Inc., US","US","76.76.21.0/24","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.67,"mx:Microsoft365→mid_market|spf_includes:1→micro|tech_count:6→small|schema:softwareapplication→small"
"2026-04-02 10:11:09","worker_dev@127.0.0.1","devfresh.nl","nl","R13",1,"sporthuisgilze","45.82.189.190","","10:devfresh.nl","v=spf1 +a +mx +ip4:45.82.189.190 -all","",200,705,"","text/html","LiteSpeed","","en","Domain Default page","","","","","","Domain Default page What is Plesk Plesk is a hosting panel with simple and secure web server, website and web apps management tools. It is specially designed to help web professionals manage web, DNS, mail and other services through a comprehensive and user-friendly GUI. Plesk is about intelligently managing servers, apps, websites and hosting businesses, on both traditional and cloud hosting. Try Plesk Now! Plesk Guides Knowledge Base Forum Blog Video Guides Facebook Do you host WordPress sites","SaaS","",0.56,"","","45.82.189.190","31477","DUOCAST-AS, NL","NL","45.82.188.0/22","","2025-10-15 12:28:43",\N,\N,"Registrar.eu","0000","ns1.cloud86.nl|ns2.cloud86.nl|ns3.cloud86.eu","active","",\N,\N,\N,"","","","<$1M","1-10",0.78,"tech_count:1→micro|domain_age:1yr→micro|hosting:own_asn:duocast-as→enterprise|ns:NS1→mid_market"
"2026-04-03 04:35:08","worker_dev@127.0.0.1","devsl.com","com","E7",2,"www|orotvsalud","46.105.204.3","2001:41D0:1:1B00:87:98:231:4","1:mx1.ovh.net|5:mx2.ovh.net|100:mxb.ovh.net","v=spf1 include:mx.ovh.com ~all","",200,1597,"","text/html","","","es","ENTORNOS PARA DESARROLLO WEB - devsl.com","Entornos de prueba para aplicaciones web a medida, todo lo que necesites para verificar tus sistemas antes de subirlos a producción.","","","","DEV SL","ENTORNOS PARA DESARROLLO WEB - devsl.com DEV SL index.html --> ENTORNOS PARA DESARROLLO WEB Entornos de prueba para aplicaciones web a medida, todo lo que necesites para verificar tus sistemas antes de subirlos a producción. Contacta con nosotros vía correo electrónico o mediante teléfono: devsl.com Nos gusta lo que hacemos.","SaaS","DevTools",0.52,"","","46.105.204.3","16276","OVH, FR","FR","46.105.204.0/24","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","","",0,""
"2026-04-02 11:19:20","worker_dev@127.0.0.1","dialanote.com","com","Amazon RSA 2048 M01",1,"dev-processing-app","52.6.61.189","","1:aspmx.l.google.com|5:alt1.aspmx.l.google.com|5:alt2.aspmx.l.google.com|10:alt3.aspmx.l.google.com|10:alt4.aspmx.l.google.com","82e9k17fadvgdad58tsfjfau28|v=spf1 include:_spf.google.com include:amazonses.com include:spf.protection.outlook.com ~all","",200,689,"","text/html; charset=utf-8","Cloudflare|Google Analytics|Google Fonts|Open Graph|Webflow|Microsoft 365|Google Workspace","","en","Hey DAN Voice to CRM Solutions - Increased CRM Adoption","Accurate and detailed CRM Data entry done right with world&#x27;s top CRM systems. Improve your sales performance, book a demo today.","","info@heydan.ai","","Goodbye Keyboard, Hello Voice-to-CRM","Hey DAN Voice to CRM Solutions - Increased CRM Adoption About Us Pricing Solutions Log In Book A Demo Goodbye Keyboard, Hello Voice-to-CRM Join the 10,000+ sales people who save 5+ hours/week on CRM admin time. Book A Demo Try It For Free 14-day free trial. No credit card required. Hey DAN® is not a CRM. Hey DAN® is a mobile app service that works with all CRMs. Trusted by companies with over $1 Trillion in Revenue FROM SPOKEN NOTES TO STRUCTURED INSIGHTS — WAY MORE THAN VOICE-TO-TEXT Effortless","SaaS","Marketing",0.64,"","website","52.6.61.189","14618","AMAZON-AES - Amazon.com, Inc., US","US","52.4.0.0/14","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","$1M-$10M","11-50",0.79,"ssl_issuer:Amazon→small|mx:GoogleWorkspace→small|spf_includes:3→small|tech_count:7→small|cms:Webflow→small"
"2026-04-03 02:30:22","worker_dev@127.0.0.1","digifoodz.com","com","E8",0,"","104.21.56.210|172.67.155.241","2606:4700:3033:0:0:0:6815:38D2|2606:4700:3034:0:0:0:AC43:9BF1","1:aspmx.l.google.com|5:alt2.aspmx.l.google.com|5:alt1.aspmx.l.google.com|10:alt3.aspmx.l.google.com|10:alt4.aspmx.l.google.com","v=spf1 include:_spf.google.com ~all|google-site-verification=A1exf8PhfYUoMd1CBNU-Asuv1smLquspi9Bwm1EXKJ0|google-site-verification=R3Yh6WiRmVrJ--crq3H73GGzSfXce7960wKKGJjR-4w","",200,3109,"","text/html","Cloudflare|Google Analytics|Google Fonts|Open Graph|Supabase|Google Search Console|Google Workspace","","en","Digifoodz | Create a Multi-Language Digital QR Menu in 5 Minutes","Transform your restaurant &amp; cafe menus with Digifoodz. Auto-translate for tourists, create content and images for digital menu with AI. Try it free.","","","","","Digifoodz | Create a Multi-Language Digital QR Menu in 5 Minutes","SaaS","Food & Beverage",0.8,"SoftwareApplication","website","104.21.56.210","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","104.21.48.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.58,"mx:GoogleWorkspace→small|spf_includes:1→micro|tech_count:7→small|dns_lb:4_records→mid_market|schema:softwareapplication→small"
